date,ticker,trigger_time_et,reference_time_et,gain_pct,above_20pct_duration_min,above_10pct_duration_min,reference_price,trigger_price
2025-03-12,O:SPY250313C00560000,11:18:00,11:08:00,21.03,284,297,2.14,2.59
2025-03-12,O:SPY250313P00557000,09:43:00,09:33:00,28.51,149,157,2.35,3.02
2025-03-12,O:SPY250313P00557000,12:40:00,12:36:00,28.0,8,9,2.25,2.88
2025-03-12,O:SPY250313P00557000,12:58:00,12:50:00,24.58,11,16,2.36,2.94
2025-03-12,O:SPY250313P00557000,13:49:00,13:32:00,20.3,39,44,2.02,2.43
2025-03-12,O:SPY250313P00557000,14:55:00,14:48:00,26.47,1,2,1.7,2.15
2025-03-12,O:SPY250313P00557000,15:01:00,14:58:00,26.09,1,9,1.84,2.32
2025-03-12,O:SPY250313P00557000,15:22:00,15:11:00,23.65,1,6,2.03,2.51
2025-03-12,O:SPY250313P00557000,15:35:00,15:30:00,23.5,3,9,2.17,2.68
2025-03-12,O:SPY250313P00557000,15:50:00,15:49:00,26.98,2,4,2.15,2.73
2025-03-12,O:SPY250313P00558000,09:43:00,09:33:00,26.87,148,157,2.68,3.4
2025-03-12,O:SPY250313P00558000,12:40:00,12:36:00,25.0,7,9,2.6,3.25
2025-03-12,O:SPY250313P00558000,12:58:00,12:50:00,23.53,10,15,2.72,3.36
2025-03-12,O:SPY250313P00558000,13:50:00,13:36:00,20.76,35,43,2.36,2.85
2025-03-12,O:SPY250313P00558000,14:55:00,14:48:00,25.5,1,2,2.0,2.51
2025-03-12,O:SPY250313P00558000,15:01:00,14:59:00,20.09,1,1,2.24,2.69
2025-03-12,O:SPY250313P00558000,15:22:00,15:03:00,24.79,2,6,2.34,2.92
2025-03-12,O:SPY250313P00558000,15:35:00,15:30:00,24.51,3,9,2.53,3.15
2025-03-12,O:SPY250313P00558000,15:50:00,15:49:00,24.31,2,4,2.55,3.17
2025-03-13,O:SPY250314C00557000,10:05:00,09:56:00,20.0,26,37,3.3,3.96
2025-03-13,O:SPY250314C00557000,11:43:00,11:40:00,25.0,5,10,2.16,2.7
2025-03-13,O:SPY250314C00557000,12:09:00,12:01:00,21.23,1,5,2.12,2.57
2025-03-13,O:SPY250314C00557000,12:34:00,12:26:00,21.26,8,11,2.07,2.51
2025-03-13,O:SPY250314C00557000,12:59:00,12:47:00,20.65,1,4,1.84,2.22
2025-03-13,O:SPY250314C00557000,14:01:00,13:45:00,20.42,78,84,1.42,1.71
2025-03-13,O:SPY250314C00557000,16:00:00,15:51:00,24.04,15,15,1.04,1.29
2025-03-13,O:SPY250314P00556000,09:49:00,09:42:00,21.97,23,25,3.05,3.72
2025-03-13,O:SPY250314P00556000,10:29:00,10:25:00,22.26,1,1,2.74,3.35
2025-03-13,O:SPY250314P00556000,10:40:00,10:32:00,20.59,6,11,3.06,3.69
2025-03-13,O:SPY250314P00556000,10:58:00,10:53:00,20.13,1,2,3.18,3.82
2025-03-13,O:SPY250314P00556000,11:08:00,11:03:00,22.32,268,270,3.36,4.11
2025-03-14,O:SPY250317C00555000,09:37:00,09:32:00,22.11,21,23,4.84,5.91
2025-03-14,O:SPY250317C00555000,10:39:00,10:20:00,26.29,190,190,4.64,5.86
2025-03-14,O:SPY250317P00554000,10:00:00,09:54:00,45.89,29,37,2.07,3.02
2025-03-14,O:SPY250317P00554000,11:51:00,11:44:00,20.59,1,4,1.02,1.23
2025-03-14,O:SPY250317P00554000,12:09:00,11:57:00,21.57,20,25,1.02,1.24
2025-03-14,O:SPY250317P00554000,13:19:00,13:02:00,20.24,63,72,0.84,1.01
2025-03-14,O:SPY250317P00554000,15:29:00,15:12:00,21.82,1,3,0.55,0.67
2025-03-14,O:SPY250317P00554000,15:59:00,15:56:00,25.0,16,16,0.44,0.55
2025-03-17,O:SPY250318C00560000,09:33:00,09:30:00,22.13,57,65,5.06,6.18
2025-03-17,O:SPY250318C00560000,12:07:00,11:34:00,22.56,4,7,4.92,6.03
2025-03-17,O:SPY250318C00560000,13:13:00,12:45:00,20.51,95,98,5.07,6.11
2025-03-17,O:SPY250318P00559000,09:49:00,09:46:00,20.35,1,1,1.13,1.36
2025-03-17,O:SPY250318P00559000,10:01:00,09:56:00,24.04,5,10,1.04,1.29
2025-03-17,O:SPY250318P00559000,10:28:00,10:14:00,21.05,10,11,0.95,1.15
2025-03-17,O:SPY250318P00559000,10:55:00,10:44:00,22.92,17,22,0.96,1.18
2025-03-17,O:SPY250318P00559000,11:29:00,11:19:00,25.26,27,35,0.95,1.19
2025-03-17,O:SPY250318P00559000,12:16:00,12:08:00,20.69,16,21,0.87,1.05
2025-03-17,O:SPY250318P00559000,12:41:00,12:38:00,20.88,4,8,0.91,1.1
2025-03-17,O:SPY250318P00559000,13:03:00,12:55:00,21.69,1,3,0.83,1.01
2025-03-17,O:SPY250318P00559000,15:09:00,15:08:00,20.0,2,4,0.2,0.24
2025-03-17,O:SPY250318P00559000,15:35:00,15:30:00,25.0,3,8,0.16,0.2
2025-03-17,O:SPY250318P00559000,15:51:00,15:45:00,23.53,22,24,0.17,0.21
2025-03-18,O:SPY250319C00566000,10:09:00,10:00:00,21.3,1,2,1.69,2.05
2025-03-18,O:SPY250319C00566000,12:10:00,11:57:00,21.26,31,34,1.27,1.54
2025-03-18,O:SPY250319C00566000,12:59:00,12:51:00,20.31,5,7,1.28,1.54
2025-03-18,O:SPY250319C00566000,14:23:00,14:14:00,22.03,3,5,1.18,1.44
2025-03-18,O:SPY250319C00566000,14:49:00,14:29:00,22.22,6,11,1.26,1.54
2025-03-18,O:SPY250319C00566000,15:20:00,15:12:00,20.97,1,4,1.24,1.5
2025-03-18,O:SPY250319C00566000,15:51:00,15:48:00,23.96,19,24,0.96,1.19
2025-03-18,O:SPY250319P00565000,09:37:00,09:33:00,21.65,281,283,3.88,4.72
2025-03-19,O:SPY250320C00563000,09:47:00,09:43:00,20.0,168,203,3.45,4.14
2025-03-19,O:SPY250320C00563000,14:00:00,13:48:00,25.96,1,5,3.66,4.61
2025-03-19,O:SPY250320C00563000,14:10:00,14:06:00,21.62,107,113,3.7,4.5
2025-03-19,O:SPY250320P00562000,10:52:00,10:09:00,20.99,7,16,2.43,2.94
2025-03-19,O:SPY250320P00562000,12:57:00,11:52:00,21.72,66,73,1.98,2.41
2025-03-19,O:SPY250320P00562000,14:40:00,14:32:00,26.49,1,1,1.51,1.91
2025-03-19,O:SPY250320P00562000,15:17:00,15:09:00,20.75,27,27,0.53,0.64
2025-03-19,O:SPY250320P00562000,15:48:00,15:45:00,22.03,27,27,0.59,0.72
2025-03-20,O:SPY250321C00569000,09:33:00,09:30:00,31.0,226,233,1.0,1.31
2025-03-20,O:SPY250321C00569000,13:39:00,13:28:00,20.0,7,15,0.95,1.14
2025-03-20,O:SPY250321C00569000,14:10:00,13:57:00,21.98,4,10,0.91,1.11
2025-03-20,O:SPY250321C00569000,14:50:00,14:46:00,26.87,8,9,0.67,0.85
2025-03-20,O:SPY250321C00569000,15:20:00,15:02:00,20.51,5,5,0.78,0.94
2025-03-20,O:SPY250321C00569000,15:35:00,15:29:00,22.22,18,40,0.72,0.88
2025-03-20,O:SPY250321P00568000,11:00:00,10:46:00,23.57,5,12,2.63,3.25
2025-03-20,O:SPY250321P00568000,11:31:00,11:13:00,20.21,8,11,2.87,3.45
2025-03-20,O:SPY250321P00568000,11:59:00,11:48:00,23.88,237,241,2.89,3.58
2025-03-21,O:SPY250324C00564000,09:42:00,09:35:00,22.42,2,3,1.65,2.02
2025-03-21,O:SPY250324C00564000,10:22:00,10:11:00,25.6,14,17,1.25,1.57
2025-03-21,O:SPY250324C00564000,10:56:00,10:41:00,33.82,20,27,1.36,1.82
2025-03-21,O:SPY250324C00564000,12:06:00,12:02:00,20.72,248,249,1.11,1.34
2025-03-21,O:SPY250324P00563000,10:11:00,09:58:00,23.77,1,6,5.09,6.3
2025-03-21,O:SPY250324P00563000,11:15:00,11:00:00,28.42,31,33,3.66,4.7
2025-03-21,O:SPY250324P00563000,13:18:00,12:59:00,20.41,13,25,2.45,2.95
2025-03-21,O:SPY250324P00563000,13:58:00,13:52:00,22.37,27,43,2.19,2.68
2025-03-21,O:SPY250324P00563000,15:01:00,14:44:00,20.69,37,49,2.32,2.8
2025-03-24,O:SPY250325C00569000,09:38:00,09:30:00,24.44,215,219,3.56,4.43
2025-03-24,O:SPY250325P00568000,12:26:00,12:06:00,29.41,102,128,0.51,0.66
2025-03-24,O:SPY250325P00568000,15:52:00,15:47:00,20.69,1,2,0.29,0.35
2025-03-24,O:SPY250325P00568000,15:59:00,15:55:00,30.0,2,14,0.3,0.39
2025-03-25,O:SPY250326C00574000,10:13:00,10:03:00,21.65,82,98,2.31,2.81
2025-03-25,O:SPY250326C00574000,13:02:00,12:32:00,21.96,11,15,2.14,2.61
2025-03-25,O:SPY250326C00574000,14:20:00,14:07:00,21.28,3,5,1.88,2.28
2025-03-25,O:SPY250326C00574000,15:37:00,14:52:00,25.57,36,38,1.76,2.21
2025-03-25,O:SPY250326P00573000,09:43:00,09:32:00,24.46,5,11,1.39,1.73
2025-03-25,O:SPY250326P00573000,10:03:00,09:55:00,22.97,1,2,1.48,1.82
2025-03-25,O:SPY250326P00573000,11:46:00,10:52:00,20.45,72,78,0.88,1.06
2025-03-25,O:SPY250326P00573000,13:17:00,13:09:00,25.0,137,140,0.88,1.1
2025-03-26,O:SPY250327C00576000,09:38:00,09:33:00,20.45,3,8,1.76,2.12
2025-03-26,O:SPY250327C00576000,10:53:00,10:49:00,21.05,1,3,0.95,1.15
2025-03-26,O:SPY250327C00576000,12:30:00,11:56:00,22.22,1,3,0.54,0.66
2025-03-26,O:SPY250327C00576000,13:41:00,13:36:00,22.86,2,4,0.35,0.43
2025-03-26,O:SPY250327C00576000,14:10:00,14:03:00,25.0,13,24,0.32,0.4
2025-03-26,O:SPY250327C00576000,15:18:00,15:09:00,22.22,40,42,0.18,0.22
2025-03-26,O:SPY250327P00575000,09:46:00,09:40:00,23.21,289,289,1.68,2.07
2025-03-27,O:SPY250328C00569000,09:49:00,09:42:00,22.75,183,188,1.67,2.05
2025-03-27,O:SPY250328C00569000,13:13:00,12:59:00,21.79,7,15,1.79,2.18
2025-03-27,O:SPY250328C00569000,13:50:00,13:38:00,20.57,1,2,1.75,2.11
2025-03-27,O:SPY250328C00569000,14:06:00,13:54:00,26.95,102,107,1.67,2.12
2025-03-27,O:SPY250328P00568000,09:33:00,09:31:00,22.29,14,16,3.41,4.17
2025-03-27,O:SPY250328P00568000,10:10:00,10:02:00,22.35,1,3,2.55,3.12
2025-03-27,O:SPY250328P00568000,11:29:00,11:19:00,20.13,226,232,1.54,1.85
2025-03-27,O:SPY250328P00568000,15:31:00,15:22:00,21.94,41,44,1.55,1.89
2025-03-28,O:SPY250331C00567000,09:38:00,09:33:00,23.47,4,6,2.77,3.42
2025-03-28,O:SPY250331C00567000,13:57:00,13:27:00,23.91,4,18,0.46,0.57
2025-03-28,O:SPY250331P00566000,09:51:00,09:38:00,21.95,183,183,3.69,4.5
2025-03-31,O:SPY250401C00553000,09:51:00,09:45:00,24.58,369,369,1.79,2.23
2025-03-31,O:SPY250401P00552000,09:40:00,09:30:00,20.94,10,12,5.11,6.18
2025-03-31,O:SPY250401P00552000,10:21:00,10:09:00,22.36,6,10,4.07,4.98
2025-03-31,O:SPY250401P00552000,12:06:00,11:53:00,21.43,13,19,2.38,2.89
2025-03-31,O:SPY250401P00552000,12:57:00,12:29:00,24.09,6,8,2.2,2.73
2025-03-31,O:SPY250401P00552000,13:19:00,13:13:00,33.17,35,43,1.99,2.65
2025-03-31,O:SPY250401P00552000,14:15:00,14:12:00,20.71,1,2,1.4,1.69
2025-03-31,O:SPY250401P00552000,14:45:00,14:41:00,25.41,4,5,1.22,1.53
2025-03-31,O:SPY250401P00552000,14:59:00,14:53:00,26.89,1,2,1.19,1.51
2025-03-31,O:SPY250401P00552000,15:26:00,15:22:00,22.73,5,7,0.88,1.08
2025-03-31,O:SPY250401P00552000,15:47:00,15:42:00,20.55,6,10,0.73,0.88
2025-03-31,O:SPY250401P00552000,16:00:00,15:58:00,32.91,15,15,0.79,1.05
2025-04-01,O:SPY250402C00558000,09:47:00,09:37:00,22.66,10,14,3.53,4.33
2025-04-01,O:SPY250402C00558000,10:25:00,10:20:00,23.51,228,253,2.68,3.31
2025-04-01,O:SPY250402C00558000,15:05:00,14:53:00,21.67,60,67,3.0,3.65
2025-04-01,O:SPY250402P00557000,10:01:00,09:48:00,23.81,36,40,3.78,4.68
2025-04-01,O:SPY250402P00557000,11:35:00,11:16:00,24.09,4,10,2.2,2.73
2025-04-01,O:SPY250402P00557000,12:26:00,12:17:00,25.14,195,207,1.79,2.24
2025-04-02,O:SPY250403C00560000,09:33:00,09:30:00,21.79,381,381,2.8,3.41
2025-04-02,O:SPY250403P00559000,11:50:00,11:34:00,22.11,2,12,3.03,3.7
2025-04-02,O:SPY250403P00559000,13:31:00,13:12:00,22.47,153,161,1.78,2.18
2025-04-03,O:SPY250404C00549000,10:32:00,10:24:00,22.22,1,2,2.25,2.75
2025-04-03,O:SPY250404C00549000,11:11:00,11:07:00,26.38,142,163,1.63,2.06
2025-04-03,O:SPY250404C00549000,14:39:00,14:31:00,23.39,16,17,1.24,1.53
2025-04-03,O:SPY250404C00549000,15:39:00,15:35:00,24.68,5,11,0.77,0.96
2025-04-03,O:SPY250404P00548000,09:45:00,09:33:00,22.01,3,5,5.27,6.43
2025-04-03,O:SPY250404P00548000,09:57:00,09:51:00,22.66,96,111,5.78,7.09
2025-04-03,O:SPY250404P00548000,12:36:00,12:22:00,21.86,2,3,5.49,6.69
2025-04-03,O:SPY250404P00548000,12:51:00,12:43:00,23.02,105,110,5.69,7.0
2025-04-04,O:SPY250407C00536000,09:45:00,09:41:00,22.34,13,20,1.88,2.3
2025-04-04,O:SPY250407C00536000,10:56:00,10:46:00,21.5,43,52,1.07,1.3
2025-04-04,O:SPY250407C00536000,13:36:00,13:24:00,20.0,28,36,0.5,0.6
2025-04-04,O:SPY250407C00536000,15:10:00,14:43:00,21.95,33,35,0.41,0.5
2025-04-04,O:SPY250407C00536000,15:52:00,15:50:00,28.21,3,6,0.39,0.5
2025-04-04,O:SPY250407P00535000,09:36:00,09:30:00,22.31,14,22,13.0,15.9
2025-04-04,O:SPY250407P00535000,10:12:00,10:03:00,23.72,38,42,14.88,18.41
2025-04-04,O:SPY250407P00535000,11:29:00,11:18:00,31.82,85,85,14.77,19.47
2025-04-10,O:SPY250411C00541000,09:50:00,09:44:00,21.04,1,1,3.28,3.97
2025-04-10,O:SPY250411C00541000,10:23:00,10:12:00,24.45,5,6,2.29,2.85
2025-04-10,O:SPY250411C00541000,12:28:00,12:22:00,20.0,187,192,1.0,1.2
2025-04-10,O:SPY250411C00541000,15:50:00,15:44:00,44.44,24,24,0.9,1.3
2025-04-10,O:SPY250411P00540000,09:43:00,09:30:00,21.1,2,2,11.42,13.83
2025-04-10,O:SPY250411P00540000,09:59:00,09:48:00,21.11,19,23,11.56,14.0
2025-04-10,O:SPY250411P00540000,10:53:00,10:42:00,21.29,134,145,11.93,14.47
2025-04-11,O:SPY250414C00526000,09:44:00,09:32:00,20.14,16,17,8.44,10.14
2025-04-11,O:SPY250414C00526000,10:44:00,10:23:00,20.88,5,15,7.47,9.03
2025-04-11,O:SPY250414C00526000,11:39:00,11:24:00,25.42,192,197,7.08,8.88
2025-04-11,O:SPY250414P00525000,10:19:00,10:10:00,24.56,20,24,8.43,10.5
2025-04-11,O:SPY250414P00525000,11:03:00,10:47:00,21.81,21,32,8.71,10.61
2025-04-11,O:SPY250414P00525000,13:18:00,12:49:00,21.6,2,4,5.0,6.08
2025-04-14,O:SPY250415C00541000,10:03:00,09:43:00,24.1,5,8,4.98,6.18
2025-04-14,O:SPY250415C00541000,10:28:00,10:17:00,21.79,29,36,4.68,5.7
2025-04-14,O:SPY250415C00541000,12:15:00,12:11:00,20.9,9,12,2.44,2.95
2025-04-14,O:SPY250415C00541000,13:00:00,12:58:00,25.61,2,3,2.46,3.09
2025-04-14,O:SPY250415C00541000,13:21:00,13:16:00,23.72,7,10,2.53,3.13
2025-04-14,O:SPY250415C00541000,13:52:00,13:47:00,20.93,121,123,2.58,3.12
2025-04-14,O:SPY250415P00540000,09:36:00,09:30:00,20.0,22,27,4.1,4.92
2025-04-14,O:SPY250415P00540000,10:11:00,10:05:00,21.82,11,17,3.85,4.69
2025-04-14,O:SPY250415P00540000,10:56:00,10:52:00,20.13,205,216,3.08,3.7
2025-04-14,O:SPY250415P00540000,15:26:00,15:14:00,23.42,9,14,2.69,3.32
2025-04-14,O:SPY250415P00540000,15:50:00,15:43:00,40.99,25,25,2.83,3.99
2025-04-15,O:SPY250416C00540000,09:42:00,09:35:00,26.71,28,35,4.38,5.55
2025-04-15,O:SPY250416C00540000,10:33:00,10:26:00,22.89,3,7,3.8,4.67
2025-04-15,O:SPY250416C00540000,12:01:00,11:51:00,22.69,5,7,3.79,4.65
2025-04-15,O:SPY250416C00540000,14:34:00,14:20:00,20.19,47,71,2.13,2.56
2025-04-15,O:SPY250416P00539000,10:14:00,10:12:00,20.9,321,358,2.44,2.95
2025-04-16,O:SPY250417C00531000,10:41:00,10:18:00,22.58,56,78,4.34,5.32
2025-04-16,O:SPY250417C00531000,15:50:00,15:31:00,34.31,25,25,1.37,1.84
2025-04-16,O:SPY250417P00530000,09:51:00,09:42:00,22.8,30,34,3.29,4.04
2025-04-16,O:SPY250417P00530000,11:44:00,11:25:00,20.0,270,270,2.35,2.82
2025-04-21,O:SPY250422C00523000,12:14:00,11:55:00,21.05,1,7,0.76,0.92
2025-04-21,O:SPY250422C00523000,14:27:00,14:01:00,20.0,13,17,0.45,0.54
2025-04-21,O:SPY250422C00523000,15:35:00,14:54:00,24.44,40,40,0.45,0.56
2025-04-21,O:SPY250422P00522000,09:36:00,09:30:00,21.23,144,148,4.71,5.71
2025-04-22,O:SPY250423C00519000,09:43:00,09:36:00,22.39,186,187,4.51,5.52
2025-04-22,O:SPY250423P00518000,11:40:00,11:23:00,21.83,10,19,1.42,1.73
2025-04-22,O:SPY250423P00518000,12:05:00,12:02:00,27.72,1,7,1.01,1.29
2025-04-22,O:SPY250423P00518000,13:10:00,12:24:00,30.0,139,159,1.0,1.3
2025-04-23,O:SPY250424C00537000,09:37:00,09:36:00,34.97,48,51,6.32,8.53
2025-04-23,O:SPY250424C00537000,11:58:00,11:53:00,20.5,1,8,4.39,5.29
2025-04-23,O:SPY250424C00537000,12:29:00,12:26:00,25.35,107,133,3.59,4.5
2025-04-23,O:SPY250424C00537000,15:31:00,15:23:00,22.26,2,3,3.01,3.68
2025-04-23,O:SPY250424C00537000,15:50:00,15:36:00,26.42,9,10,2.99,3.78
2025-04-23,O:SPY250424P00536000,09:36:00,09:33:00,25.5,1,1,2.51,3.15
2025-04-23,O:SPY250424P00536000,09:52:00,09:51:00,25.47,8,11,2.12,2.66
2025-04-23,O:SPY250424P00536000,10:15:00,10:12:00,30.65,10,15,1.86,2.43
2025-04-23,O:SPY250424P00536000,10:50:00,10:36:00,28.0,321,324,1.75,2.24
2025-04-24,O:SPY250425C00534000,09:43:00,09:35:00,21.34,125,125,5.53,6.71
2025-04-24,O:SPY250425P00533000,13:18:00,12:57:00,24.18,3,4,0.91,1.13
2025-04-24,O:SPY250425P00533000,15:00:00,14:53:00,23.21,30,40,0.56,0.69
2025-04-24,O:SPY250425P00533000,16:00:00,15:57:00,20.0,1,1,0.45,0.54
2025-04-25,O:SPY250428C00550000,09:35:00,09:32:00,22.55,6,8,2.75,3.37
